"","index","input_gene","ortholog_gene"
"PELI3",9099,"PELI3","PELI3"
"FEN1",9101,"FEN1","FEN1"
"C18H11orf91",9104,"C18H11orf91","C11orf91"
"MRPL11",9105,"MRPL11","MRPL11"
"CTSD",9106,"CTSD","CTSD"
"TMX2",9107,"TMX2","TMX2"
"DAGLA",9108,"DAGLA","DAGLA"
"SYT7",9109,"SYT7","SYT7"
"B4GAT1",9110,"B4GAT1","B4GAT1"
"MED19",9112,"MED19","MED19"
"HIPK3",9113,"HIPK3","HIPK3"
"ZDHHC5",9114,"ZDHHC5","ZDHHC5"
"CLP1",9115,"CLP1","CLP1"
"CCDC88B",9116,"CCDC88B","CCDC88B"
"CSTF3",9117,"CSTF3","CSTF3"
"YIF1A",9118,"YIF1A","YIF1A"
"RAB1B",9119,"RAB1B","RAB1B"
"SDHAF2",9120,"SDHAF2","SDHAF2"
"CPSF7",9121,"CPSF7","CPSF7"
"UBE2L6",9123,"UBE2L6","UBE2L6"
"TIMM10",9125,"TIMM10","TIMM10"
"SLC43A1",9126,"SLC43A1","SLC43A1"
"TMEM138",9127,"TMEM138","TMEM138"
"CYB561A3",9128,"CYB561A3","CYB561A3"
"SLC43A3",9129,"SLC43A3","SLC43A3"
"TKFC",9130,"TKFC","TKFC"
"DDB1",9133,"DDB1","DDB1"
"SF3B2",9134,"SF3B2","SF3B2"
"TNNI2",9135,"TNNI2","TNNI2"
"SEC61G",9136,"SEC61G","SEC61G"
"LSP1",9138,"LSP1","LSP1"
"TRMT112",9140,"TRMT112","TRMT112"
"ESRRA",9141,"ESRRA","ESRRA"
"GPR137",9142,"GPR137","GPR137"
"CST6",9143,"CST6","CST6"
"VWCE",9145,"VWCE","VWCE"
"EGFR",9146,"EGFR","EGFR"
"EIF1AD",9147,"EIF1AD","EIF1AD"
"SART1",9148,"SART1","SART1"
"VPS37C",9149,"VPS37C","VPS37C"
"BAD",9150,"BAD","BAD"
"LANCL2",9151,"LANCL2","LANCL2"
"CD5",9152,"CD5","CD5"
"SSRP1",9153,"SSRP1","SSRP1"
"PLCB3",9154,"PLCB3","PLCB3"
"CD6",9155,"CD6","CD6"
"VOPP1",9156,"VOPP1","VOPP1"
"TMEM132A",9157,"TMEM132A","TMEM132A"
"TNKS1BP1",9158,"TNKS1BP1","TNKS1BP1"
"PRPF19",9159,"PRPF19","PRPF19"
"PTGDR2",9160,"PTGDR2","PTGDR2"
"CCDC86",9161,"CCDC86","CCDC86"
"DRAP1",9162,"DRAP1","DRAP1"
"FOSL1",9163,"FOSL1","FOSL1"
"BLVRA",9164,"BLVRA","BLVRA"
"TSPAN32",9165,"TSPAN32","TSPAN32"
"CD81",9168,"CD81","CD81"
"CCDC85B",9169,"CCDC85B","CCDC85B"
"FIBP",9170,"FIBP","FIBP"
"TSSC4",9171,"TSSC4","TSSC4"
"CTSW",9172,"CTSW","CTSW"
"KCNQ1",9173,"KCNQ1","KCNQ1"
"EFEMP2",9174,"EFEMP2","EFEMP2"
"MUS81",9175,"MUS81","MUS81"
"SLC22A18",9177,"SLC22A18","SLC22A18"
"NAP1L4",9178,"NAP1L4","NAP1L4"
"FKBP2",9180,"FKBP2","FKBP2"
"CFL1",9181,"CFL1","CFL1"
"COA1",9182,"COA1","COA1"
"CARS1",9183,"CARS1","CARS1"
"STK17A",9184,"STK17A","STK17A"
"MRPL32",9185,"MRPL32","MRPL32"
"VEGFB",9187,"VEGFB","VEGFB"
"PSMA2",9188,"PSMA2","PSMA2"
"SNX32",9189,"SNX32","SNX32"
"DNAJC4",9190,"DNAJC4","DNAJC4"
"PIK3CG",9191,"PIK3CG","PIK3CG"
"NUDT22",9193,"NUDT22","NUDT22"
"TRPT1",9194,"TRPT1","TRPT1"
"NADSYN1",9195,"NADSYN1","NADSYN1"
"FERMT3",9196,"FERMT3","FERMT3"
"STIP1",9197,"STIP1","STIP1"
"DHCR7",9198,"DHCR7","DHCR7"
"AP5B1",9199,"AP5B1","AP5B1"
"NAMPT",9200,"NAMPT","NAMPT"
"RNASEH2C",9202,"RNASEH2C","RNASEH2C"
"MACROD1",9203,"MACROD1","MACROD1"
"KAT5",9204,"KAT5","KAT5"
"OR4A47B",9205,"OR4A47B","OR4A47"
"SYPL1",9206,"SYPL1","SYPL1"
"INHBA",9207,"INHBA","INHBA"
"SUGCT",9209,"SUGCT","SUGCT"
"CTTN",9210,"CTTN","CTTN"
"ATXN7L1",9214,"ATXN7L1","ATXN7L1"
"EFCAB10",9215,"EFCAB10","EFCAB10"
"MARK2",9216,"MARK2","MARK2"
"MPLKIP",9217,"MPLKIP","MPLKIP"
"CDK13",9218,"CDK13","CDK13"
"RINT1",9219,"RINT1","RINT1"
"PTPRJ",9221,"PTPRJ","PTPRJ"
"PUS7",9222,"PUS7","PUS7"
"SPINDOC",9223,"SPINDOC","SPINDOC"
"RTN3",9225,"RTN3","RTN3"
"SRPK2",9226,"SRPK2","SRPK2"
"RALA",9227,"RALA","RALA"
"YAE1",9228,"YAE1","YAE1"
"RELA",9229,"RELA","RELA"
"POU6F2",9230,"POU6F2","POU6F2"
"KMT2E",9231,"KMT2E","KMT2E"
"NUP160",9232,"NUP160","NUP160"
"VPS41",9233,"VPS41","VPS41"
"ORC5",9234,"ORC5","ORC5"
"AMPH",9235,"AMPH","AMPH"
"FNBP4",9236,"FNBP4","FNBP4"
"PPFIA1",9238,"PPFIA1","PPFIA1"
"AGBL2",9239,"AGBL2","AGBL2"
"MTCH2",9240,"MTCH2","MTCH2"
"ATL3",9241,"ATL3","ATL3"
"NDUFS3",9245,"NDUFS3","NDUFS3"
"PLAAT3",9246,"PLAAT3","PLAAT3"
"KBTBD4",9248,"KBTBD4","KBTBD4"
"PTPMT1",9249,"PTPMT1","PTPMT1"
"PLAAT4",9250,"PLAAT4","PLAAT4"
"LGALS12",9251,"LGALS12","LGALS12"
"STARD3NL",9252,"STARD3NL","STARD3NL"
"CELF1",9253,"CELF1","CELF1"
"LTO1",9254,"LTO1","LTO1"
"EPDR1",9255,"EPDR1","EPDR1"
"PLAAT5",9256,"PLAAT5","PLAAT5"
"RAPSN",9257,"RAPSN","RAPSN"
"CCND1",9258,"CCND1","CCND1"
"NME8",9259,"NME8","NME8"
"TPCN2",9260,"TPCN2","TPCN2"
"PNPLA8",9262,"PNPLA8","PNPLA8"
"NRCAM",9264,"NRCAM","NRCAM"
"IGHMBP2",9265,"IGHMBP2","IGHMBP2"
"MRPL21",9266,"MRPL21","MRPL21"
"CPT1A",9267,"CPT1A","CPT1A"
"TESMIN",9268,"TESMIN","TESMIN"
"SLC39A13",9269,"SLC39A13","SLC39A13"
"PSMC2",9270,"PSMC2","PSMC2"
"SPI1",9271,"SPI1","SPI1"
"DNAJC2",9273,"DNAJC2","DNAJC2"
"PMPCB",9274,"PMPCB","PMPCB"
"DLD",9275,"DLD","DLD"
"NAPEPLD",9276,"NAPEPLD","NAPEPLD"
"ARMC10",9277,"ARMC10","ARMC10"
"MADD",9278,"MADD","MADD"
"CBLL1",9279,"CBLL1","CBLL1"
"BCAP29",9280,"BCAP29","BCAP29"
"DUS4L",9281,"DUS4L","DUS4L"
"COG5",9282,"COG5","COG5"
"NR1H3",9283,"NR1H3","NR1H3"
"GPR22",9285,"GPR22","GPR22"
"HBP1",9286,"HBP1","HBP1"
"PRKAR2B",9287,"PRKAR2B","PRKAR2B"
"ACP2",9288,"ACP2","ACP2"
"DDB2",9289,"DDB2","DDB2"
"ARFGAP2",9290,"ARFGAP2","ARFGAP2"
"FAM185A",9292,"FAM185A","FAM185A"
"CKAP5",9293,"CKAP5","CKAP5"
"CCDC146",9294,"CCDC146","CCDC146"
"FGL2",9295,"FGL2","FGL2"
"GSAP",9296,"GSAP","GSAP"
"ZNF408",9297,"ZNF408","ZNF408"
"PTPN12",9298,"PTPN12","PTPN12"
"ARHGAP1",9299,"ARHGAP1","ARHGAP1"
"ATG13",9300,"ATG13","ATG13"
"HARBI1",9301,"HARBI1","HARBI1"
"AMBRA1",9302,"AMBRA1","AMBRA1"
"RSBN1L",9303,"RSBN1L","RSBN1L"
"TMEM60",9304,"TMEM60","TMEM60"
"DGKZ",9305,"DGKZ","DGKZ"
"PHTF2",9306,"PHTF2","PHTF2"
"MAGI2",9307,"MAGI2","MAGI2"
"GNAI1",9308,"GNAI1","GNAI1"
"HGF",9309,"HGF","HGF"
"CACNA2D1",9310,"CACNA2D1","CACNA2D1"
"PHF21A",9311,"PHF21A","PHF21A"
"PEX16",9312,"PEX16","PEX16"
"CRY2",9313,"CRY2","CRY2"
"SLC35C1",9314,"SLC35C1","SLC35C1"
"PRDM11",9315,"PRDM11","PRDM11"
"TP53I11",9316,"TP53I11","TP53I11"
"CD82",9317,"CD82","CD82"
"BET1L",9318,"BET1L","BET1L"
"RIC8A",9319,"RIC8A","RIC8A"
"SIRT3",9320,"SIRT3","SIRT3"
"PSMD13",9321,"PSMD13","PSMD13"
"NLRP6",9322,"NLRP6","NLRP6"
"PGGHG",9323,"PGGHG","PGGHG"
"MMADHC",9325,"MMADHC","MMADHC"
"FAT4",9326,"FAT4","FAT4"
"RND3",9327,"RND3","RND3"
"NMI",9328,"NMI","NMI"
"ANKRD50",9329,"ANKRD50","ANKRD50"
"CCNT2",9331,"CCNT2","CCNT2"
"NEB",9332,"NEB","NEB"
"SPATA5",9333,"SPATA5","AFG2A"
"NUDT6",9334,"NUDT6","NUDT6"
"BBS12",9335,"BBS12","BBS12"
"TNFAIP6",9336,"TNFAIP6","TNFAIP6"
"RAB3GAP1",9337,"RAB3GAP1","RAB3GAP1"
"RIF1",9338,"RIF1","RIF1"
"IL2",9339,"IL2","IL2"
"KIAA1109",9340,"KIAA1109","BLTP1"
"ZRANB3",9341,"ZRANB3","ZRANB3"
"ARL5A",9342,"ARL5A","ARL5A"
"CACNB4",9343,"CACNB4","CACNB4"
"R3HDM1",9344,"R3HDM1","R3HDM1"
"TRPC3",9345,"TRPC3","TRPC3"
"BBS7",9346,"BBS7","BBS7"
"CCNA2",9347,"CCNA2","CCNA2"
"STAM2",9348,"STAM2","STAM2"
"EXOSC9",9349,"EXOSC9","EXOSC9"
"FMNL2",9350,"FMNL2","FMNL2"
"ANXA5",9351,"ANXA5","ANXA5"
"PRPF40A",9352,"PRPF40A","PRPF40A"
"TNIP3",9354,"TNIP3","TNIP3"
"ARL6IP6",9355,"ARL6IP6","ARL6IP6"
"NDNF",9356,"NDNF","NDNF"
"PRDM5",9358,"PRDM5","PRDM5"
"UBXN4",9359,"UBXN4","UBXN4"
"FAM168B",9362,"FAM168B","FAM168B"
"PLEKHB2",9363,"PLEKHB2","PLEKHB2"
"HS6ST1",9366,"HS6ST1","HS6ST1"
"UGGT1",9367,"UGGT1","UGGT1"
"MCM6",9368,"MCM6","MCM6"
"DARS1",9369,"DARS1","DARS1"
"HNMT",9371,"HNMT","HNMT"
"SPOPL",9373,"SPOPL","SPOPL"
"SAP130",9374,"SAP130","SAP130"
"AMMECR1L",9375,"AMMECR1L","AMMECR1L"
"POLR2D",9376,"POLR2D","POLR2D"
"WDR33",9377,"WDR33","WDR33"
"LIMS2",9378,"LIMS2","LIMS2"
"KYNU",9381,"KYNU","KYNU"
"ARHGAP15",9382,"ARHGAP15","ARHGAP15"
"GTDC1",9383,"GTDC1","GTDC1"
"ZEB2",9385,"ZEB2","ZEB2"
"IWS1",9386,"IWS1","IWS1"
"ACVR2A",9387,"ACVR2A","ACVR2A"
"MAP3K2",9388,"MAP3K2","MAP3K2"
"ERCC3",9389,"ERCC3","ERCC3"
"ORC4",9391,"ORC4","ORC4"
"BIN1",9392,"BIN1","BIN1"
"MBD5",9393,"MBD5","MBD5"
"EPC2",9394,"EPC2","EPC2"
"KIF5C",9396,"KIF5C","KIF5C"
"GAB1",9397,"GAB1","GAB1"
"INPP4B",9398,"INPP4B","INPP4B"
"USP38",9399,"USP38","USP38"
"IL15",9400,"IL15","IL15"
"ZNF330",9401,"ZNF330","ZNF330"
"GYPC",9402,"GYPC","GYPC"
"RNF150",9403,"RNF150","RNF150"
"TBC1D9",9404,"TBC1D9","TBC1D9"
"ELMOD2",9405,"ELMOD2","ELMOD2"
"TSN",9406,"TSN","TSN"
"NIFK",9407,"NIFK","NIFK"
"CLASP1",9408,"CLASP1","CLASP1"
"SCOC",9409,"SCOC","SCOC"
"RALB",9410,"RALB","RALB"
"EPB41L5",9411,"EPB41L5","EPB41L5"
"MAML3",9412,"MAML3","MAML3"
"SETD7",9413,"SETD7","SETD7"
"RAB33B",9414,"RAB33B","RAB33B"
"NAA15",9415,"NAA15","NAA15"
"MGARP",9417,"MGARP","MGARP"
"PTPN4",9418,"PTPN4","PTPN4"
"ELF2",9419,"ELF2","ELF2"
"DBI",9421,"DBI","DBI"
"C19H2orf76",9422,"C19H2orf76","C2orf76"
"NOCT",9423,"NOCT","NOCT"
"STEAP3",9424,"STEAP3","STEAP3"
"SLC7A11",9425,"SLC7A11","SLC7A11"
"PCDH18",9427,"PCDH18","PCDH18"
"MARCO",9429,"MARCO","MARCO"
"INSIG2",9431,"INSIG2","INSIG2"
"C19H4orf33",9433,"C19H4orf33","C4orf33"
"CCDC93",9435,"CCDC93","CCDC93"
"SCLT1",9436,"SCLT1","SCLT1"
"DDX18",9437,"DDX18","DDX18"
"JADE1",9438,"JADE1","JADE1"
"PGRMC2",9440,"PGRMC2","PGRMC2"
"LARP1B",9441,"LARP1B","LARP1B"
"ACTR3",9443,"ACTR3","ACTR3"
"ABHD18",9444,"ABHD18","ABHD18"
"SLC35F5",9445,"SLC35F5","SLC35F5"
"MFSD8",9447,"MFSD8","MFSD8"
"PLK4",9448,"PLK4","PLK4"
"NCKAP5",9449,"NCKAP5","NCKAP5"
"MGAT5",9451,"MGAT5","MGAT5"
"HSPA4L",9452,"HSPA4L","HSPA4L"
"INTU",9453,"INTU","INTU"
"ENTPD6",9455,"ENTPD6","ENTPD6"
"DNAJC13",9456,"DNAJC13","DNAJC13"
"ACAD11",9457,"ACAD11","ACAD11"
"NPHP3",9458,"NPHP3","NPHP3"
"C23H3orf33",9459,"C23H3orf33","C3orf33"
"UBA5",9460,"UBA5","UBA5"
"SLC33A1",9461,"SLC33A1","SLC33A1"
"TMEM108",9462,"TMEM108","TMEM108"
"PYGB",9463,"PYGB","PYGB"
"ABHD12",9464,"ABHD12","ABHD12"
"GINS1",9465,"GINS1","GINS1"
"NINL",9466,"NINL","NINL"
"CDV3",9467,"CDV3","CDV3"
"GMPS",9468,"GMPS","GMPS"
"TCAIM",9472,"TCAIM","TCAIM"
"TOPBP1",9473,"TOPBP1","TOPBP1"
"ZNF445",9474,"ZNF445","ZNF445"
"KCNAB1",9475,"KCNAB1","KCNAB1"
"SSR3",9477,"SSR3","SSR3"
"ABHD5",9478,"ABHD5","ABHD5"
"TIPARP",9479,"TIPARP","TIPARP"
"LEKR1",9482,"LEKR1","LEKR1"
"SRPRB",9483,"SRPRB","SRPRB"
"CCNL1",9484,"CCNL1","CCNL1"
"SNRK",9488,"SNRK","SNRK"
"PTX3",9489,"PTX3","PTX3"
"CLASP2",9490,"CLASP2","CLASP2"
"RSRC1",9491,"RSRC1","RSRC1"
"MLF1",9492,"MLF1","MLF1"
"GFM1",9493,"GFM1","GFM1"
"RYK",9494,"RYK","RYK"
"LXN",9495,"LXN","LXN"
"RARRES1",9496,"RARRES1","RARRES1"
"OPA1",9497,"OPA1","OPA1"
"ANAPC13",9498,"ANAPC13","ANAPC13"
"CEP63",9499,"CEP63","CEP63"
"PPP2R3A",9500,"PPP2R3A","PPP2R3A"
"MSL2",9501,"MSL2","MSL2"
"PCCB",9502,"PCCB","PCCB"
"SLC4A7",9503,"SLC4A7","SLC4A7"
"STAG1",9504,"STAG1","STAG1"
"SLC35G2",9505,"SLC35G2","SLC35G2"
"NCK1",9506,"NCK1","NCK1"
"DBR1",9509,"DBR1","DBR1"
"ARMC8",9510,"ARMC8","ARMC8"
"MRAS",9511,"MRAS","MRAS"
"ESYT3",9512,"ESYT3","ESYT3"
"CEP70",9513,"CEP70","CEP70"
"OXSM",9516,"OXSM","OXSM"
"NGLY1",9518,"NGLY1","NGLY1"
"CST7",9520,"CST7","CST7"
"APMAP",9521,"APMAP","APMAP"
"ACSS1",9524,"ACSS1","ACSS1"
"FAIM",9525,"FAIM","FAIM"
"PIK3CB",9526,"PIK3CB","PIK3CB"
"TOP2B",9528,"TOP2B","TOP2B"
"COPB2",9530,"COPB2","COPB2"
"NMNAT3",9531,"NMNAT3","NMNAT3"
"THRB",9532,"THRB","THRB"
"NR1D2",9533,"NR1D2","NR1D2"
"RPL15",9534,"RPL15","RPL15"
"NKIRAS1",9535,"NKIRAS1","NKIRAS1"
"CLSTN2",9536,"CLSTN2","CLSTN2"
"UBE2E1",9537,"UBE2E1","UBE2E1"
"UBE2E2",9538,"UBE2E2","UBE2E2"
"SLC25A36",9540,"SLC25A36","SLC25A36"
"SGO1",9541,"SGO1","SGO1"
"KAT2B",9542,"KAT2B","KAT2B"
"PXYLP1",9543,"PXYLP1","PXYLP1"
"ZBTB38",9544,"ZBTB38","ZBTB38"
"RASA2",9545,"RASA2","RASA2"
"RNF7",9546,"RNF7","RNF7"
"RAB5A",9547,"RAB5A","RAB5A"
"SCN10A",9548,"SCN10A","SCN10A"
"GRK7",9549,"GRK7","GRK7"
"EFHB",9550,"EFHB","EFHB"
"WDR48",9551,"WDR48","WDR48"
"ATP1B3",9553,"ATP1B3","ATP1B3"
"SATB1",9554,"SATB1","SATB1"
"TTC21A",9555,"TTC21A","TTC21A"
"TBC1D5",9556,"TBC1D5","TBC1D5"
"TFDP2",9557,"TFDP2","TFDP2"
"CSRNP1",9558,"CSRNP1","CSRNP1"
"SLC25A38",9560,"SLC25A38","SLC25A38"
"GK5",9561,"GK5","GK5"
"XRN1",9564,"XRN1","XRN1"
"PLCL2",9565,"PLCL2","PLCL2"
"EIF1B",9568,"EIF1B","EIF1B"
"RFTN1",9569,"RFTN1","RFTN1"
"OXNAD1",9570,"OXNAD1","OXNAD1"
"ZNF619",9572,"ZNF619","ZNF619"
"ZNF621",9573,"ZNF621","ZNF621"
"PCOLCE2",9574,"PCOLCE2","PCOLCE2"
"ATR",9575,"ATR","ATR"
"DPH3",9576,"DPH3","DPH3"
"PLS1",9577,"PLS1","PLS1"
"CTNNB1",9578,"CTNNB1","CTNNB1"
"UBP1",9579,"UBP1","UBP1"
"U2SURP",9580,"U2SURP","U2SURP"
"ANKRD28",9581,"ANKRD28","ANKRD28"
"TRPC1",9582,"TRPC1","TRPC1"
"SLC9A9",9583,"SLC9A9","SLC9A9"
"FBXL2",9584,"FBXL2","FBXL2"
"PLOD2",9586,"PLOD2","PLOD2"
"SUSD5",9587,"SUSD5","SUSD5"
"CRTAP",9589,"CRTAP","CRTAP"
"BTD",9590,"BTD","BTD"
"GLB1",9591,"GLB1","GLB1"
"ULK4",9592,"ULK4","ULK4"
"CCR4",9593,"CCR4","CCR4"
"CNOT10",9595,"CNOT10","CNOT10"
"TRAK1",9597,"TRAK1","TRAK1"
"PLSCR4",9598,"PLSCR4","PLSCR4"
"PLSCR1",9599,"PLSCR1","PLSCR1"
"CPA3",9601,"CPA3","CPA3"
"GYG1",9602,"GYG1","GYG1"
"HLTF",9603,"HLTF","HLTF"
"HPS3",9604,"HPS3","HPS3"
"TRANK1",9605,"TRANK1","TRANK1"
"EAF1",9606,"EAF1","EAF1"
"SH3BP5",9607,"SH3BP5","SH3BP5"
"CAPN7",9608,"CAPN7","CAPN7"
"COL6A5",9610,"COL6A5","COL6A5"
"PIK3R4",9611,"PIK3R4","PIK3R4"
"CP",9612,"CP","CP"
"ATP2C1",9613,"ATP2C1","ATP2C1"
"WWTR1",9615,"WWTR1","WWTR1"
"COMMD2",9616,"COMMD2","COMMD2"
"SEC22C",9617,"SEC22C","SEC22C"
"EPM2AIP1",9618,"EPM2AIP1","EPM2AIP1"
"ASTE1",9619,"ASTE1","ASTE1"
"NEK11",9620,"NEK11","NEK11"
"MLH1",9621,"MLH1","MLH1"
"SS18L2",9622,"SS18L2","SS18L2"
"RNF13",9623,"RNF13","RNF13"
"NUDT16",9624,"NUDT16","NUDT16"
"NKTR",9625,"NKTR","NKTR"
"MRPL3",9626,"MRPL3","MRPL3"
"CPNE4",9627,"CPNE4","CPNE4"
"LRRFIP2",9628,"LRRFIP2","LRRFIP2"
"ACP3",9629,"ACP3","ACP3"
"GOLGA4",9630,"GOLGA4","GOLGA4"
"TSC22D2",9632,"TSC22D2","TSC22D2"
"EIF2A",9633,"EIF2A","EIF2A"
"GASK1A",9635,"GASK1A","GASK1A"
"SELENOT",9636,"SELENOT","SELENOT"
"DYNC1LI1",9638,"DYNC1LI1","DYNC1LI1"
"CMTM6",9641,"CMTM6","CMTM6"
"VILL",9642,"VILL","VILL"
"CMTM7",9643,"CMTM7","CMTM7"
"MED12L",9644,"MED12L","MED12L"
"PLCD1",9645,"PLCD1","PLCD1"
"GPD1L",9646,"GPD1L","GPD1L"
"GPR171",9647,"GPR171","GPR171"
"P2RY14",9648,"P2RY14","P2RY14"
"OSBPL10",9649,"OSBPL10","OSBPL10"
"P2RY12",9651,"P2RY12","P2RY12"
"MBNL1",9652,"MBNL1","MBNL1"
"DLEC1",9653,"DLEC1","DLEC1"
"STT3B",9654,"STT3B","STT3B"
"TGFBR2",9655,"TGFBR2","TGFBR2"
"ZCWPW2",9656,"ZCWPW2","ZCWPW2"
"AZI2",9657,"AZI2","AZI2"
"CMC1",9658,"CMC1","CMC1"
"ACAA1",9659,"ACAA1","ACAA1"
"EOMES",9661,"EOMES","EOMES"
"P2RY1",9662,"P2RY1","P2RY1"
"MYD88",9663,"MYD88","MYD88"
"RAP2B",9664,"RAP2B","RAP2B"
"OXSR1",9665,"OXSR1","OXSR1"
"DHX36",9666,"DHX36","DHX36"
"XYLB",9667,"XYLB","XYLB"
"EXOG",9668,"EXOG","EXOG"
"SCN5A",9669,"SCN5A","SCN5A"
"GIGYF2",9670,"GIGYF2","GIGYF2"
"CLCN3",9671,"CLCN3","CLCN3"
"KCNJ13",9672,"KCNJ13","KCNJ13"
"ZNF596",9673,"ZNF596","ZNF596"
"HPF1",9674,"HPF1","HPF1"
"MFAP3L",9676,"MFAP3L","MFAP3L"
"FBXO25",9677,"FBXO25","FBXO25"
"INPP5D",9678,"INPP5D","INPP5D"
"AADAT",9679,"AADAT","AADAT"
"CUL3",9681,"CUL3","CUL3"
"ATG16L1",9683,"ATG16L1","ATG16L1"
"CCDC195",9684,"CCDC195","CCDC195"
"DOCK10",9685,"DOCK10","DOCK10"
"RHBDD1",9686,"RHBDD1","RHBDD1"
"COL4A4",9687,"COL4A4","COL4A4"
"MFF",9688,"MFF","MFF"
"AGFG1",9689,"AGFG1","AGFG1"
"PID1",9690,"PID1","PID1"
"TRIP12",9691,"TRIP12","TRIP12"
"FBXO36",9692,"FBXO36","FBXO36"
"SLC16A14",9693,"SLC16A14","SLC16A14"
"SP110",9694,"SP110","SP110"
"SP140",9695,"SP140","SP140"
"SP100",9696,"SP100","SP100"
"CAB39",9698,"CAB39","CAB39"
"ITM2C",9699,"ITM2C","ITM2C"
"GPR55",9700,"GPR55","GPR55"
"SPATA3",9702,"SPATA3","SPATA3"
"PSMD1",9703,"PSMD1","PSMD1"
"HTR2B",9704,"HTR2B","HTR2B"
"ARMC9",9705,"ARMC9","ARMC9"
"NCL",9706,"NCL","NCL"
"PDE6D",9708,"PDE6D","PDE6D"
"COPS7B",9709,"COPS7B","COPS7B"
"HMGB2",9711,"HMGB2","HMGB2"
"SAP30",9712,"SAP30","SAP30"
"DIS3L2",9713,"DIS3L2","DIS3L2"
"DGKD",9714,"DGKD","DGKD"
"FBXO8",9715,"FBXO8","FBXO8"
"CEP44",9716,"CEP44","CEP44"
"HPGD",9717,"HPGD","HPGD"
"PRSS56",9719,"PRSS56","PRSS56"
"EIF4E2",9722,"EIF4E2","EIF4E2"
"CTSB",9723,"CTSB","CTSB"
"FDFT1",9724,"FDFT1","FDFT1"
"NEIL2",9725,"NEIL2","NEIL2"
"BLK",9726,"BLK","BLK"
"FAM167A",9727,"FAM167A","FAM167A"
"MTMR9",9728,"MTMR9","MTMR9"
"PINX1",9729,"PINX1","PINX1"
"HJURP",9732,"HJURP","HJURP"
"MSRA",9733,"MSRA","MSRA"
"ARL4C",9734,"ARL4C","ARL4C"
"SH3BP4",9735,"SH3BP4","SH3BP4"
"KIF13B",9736,"KIF13B","KIF13B"
"AGAP1",9737,"AGAP1","AGAP1"
"HMBOX1",9738,"HMBOX1","HMBOX1"
"INTS9",9739,"INTS9","INTS9"
"EXTL3",9740,"EXTL3","EXTL3"
"FZD3",9741,"FZD3","FZD3"
"ZNF395",9742,"ZNF395","ZNF395"
"ELP3",9743,"ELP3","ELP3"
"NUGGC",9744,"NUGGC","NUGGC"
"IQCA1",9745,"IQCA1","IQCA1"
"ACKR3",9746,"ACKR3","ACKR3"
"PBK",9748,"PBK","PBK"
"ESCO2",9749,"ESCO2","ESCO2"
"CLU",9751,"CLU","CLU"
"MLPH",9752,"MLPH","MLPH"
"RBM44",9754,"RBM44","RBM44"
"RAMP1",9755,"RAMP1","RAMP1"
"UBE2F",9756,"UBE2F","UBE2F"
"RNPEPL1",9758,"RNPEPL1","RNPEPL1"
"SCLY",9759,"SCLY","SCLY"
"ILKAP",9760,"ILKAP","ILKAP"
"PER2",9761,"PER2","PER2"
"CAPN10",9762,"CAPN10","CAPN10"
"TRAF3IP1",9763,"TRAF3IP1","TRAF3IP1"
"ASB1",9764,"ASB1","ASB1"
"HDAC4",9767,"HDAC4","HDAC4"
"NDUFA10",9769,"NDUFA10","NDUFA10"
"PASK",9772,"PASK","PASK"
"PPP1R7",9773,"PPP1R7","PPP1R7"
"HDLBP",9774,"HDLBP","HDLBP"
"SPART",9775,"SPART","SPART"
"FARP2",9777,"FARP2","FARP2"
"EPHX2",9778,"EPHX2","EPHX2"
"CDK8",9780,"CDK8","CDK8"
"RNF6",9781,"RNF6","RNF6"
"PTK2B",9782,"PTK2B","PTK2B"
"NBEA",9783,"NBEA","NBEA"
"NUP58",9785,"NUP58","NUP58"
"TRIM35",9786,"TRIM35","TRIM35"
"MTMR6",9787,"MTMR6","MTMR6"
"DPYSL2",9790,"DPYSL2","DPYSL2"
"STK25",9791,"STK25","STK25"
"MIPEP",9794,"MIPEP","MIPEP"
"TNFRSF19",9796,"TNFRSF19","TNFRSF19"
"SACS",9798,"SACS","SACS"
"THAP4",9801,"THAP4","THAP4"
"CDCA2",9802,"CDCA2","CDCA2"
"FGF9",9803,"FGF9","FGF9"
"ATG4B",9804,"ATG4B","ATG4B"
"DTYMK",9805,"DTYMK","DTYMK"
"ING5",9807,"ING5","ING5"
"D2HGDH",9808,"D2HGDH","D2HGDH"
"KCTD9",9809,"KCTD9","KCTD9"
"PDCD1",9810,"PDCD1","PDCD1"
"MICU2",9811,"MICU2","MICU2"
"DOCK5",9812,"DOCK5","DOCK5"
"ZDHHC20",9813,"ZDHHC20","ZDHHC20"
"MRPL57",9814,"MRPL57","MRPL57"
"ADAMDEC1",9815,"ADAMDEC1","ADAMDEC1"
"SKA3",9816,"SKA3","SKA3"
"ADAM28",9817,"ADAM28","ADAM28"
"SAP18",9818,"SAP18","SAP18"
"LATS2",9819,"LATS2","LATS2"
"XPO4",9820,"XPO4","XPO4"
"EEF1AKMT1",9821,"EEF1AKMT1","EEF1AKMT1"
"NKX3-1",9822,"NKX3-1","NKX3-1"
"SLC25A37",9823,"SLC25A37","SLC25A37"
"IFT88",9824,"IFT88","IFT88"
"ENTPD4",9825,"ENTPD4","ENTPD4"
"R3HCC1",9826,"R3HCC1","R3HCC1"
"CHMP7",9827,"CHMP7","CHMP7"
